Game_ID,GAME_DATE,MATCHUP,PTS,WL,TEAM_NAME,WINNING_TEAM
0022300883,"MAR 04, 2024",CHI @ SAC,113,W,Bulls,Bulls
0022300864,"MAR 01, 2024",CHI vs. MIL,97,L,Bulls,MIL
0022300846,"FEB 28, 2024",CHI vs. CLE,132,W,Bulls,Bulls
0022300839,"FEB 27, 2024",CHI vs. DET,95,L,Bulls,DET
0022300823,"FEB 25, 2024",CHI @ NOP,114,W,Bulls,Bulls
0022300797,"FEB 22, 2024",CHI vs. BOS,112,L,Bulls,BOS
0022300781,"FEB 14, 2024",CHI @ CLE,105,L,Bulls,CLE
0022300763,"FEB 12, 2024",CHI @ ATL,136,W,Bulls,Bulls
0022300752,"FEB 10, 2024",CHI @ ORL,108,L,Bulls,ORL
0022300737,"FEB 08, 2024",CHI @ MEM,118,W,Bulls,Bulls
0022300723,"FEB 06, 2024",CHI vs. MIN,129,W,Bulls,Bulls
0022300700,"FEB 03, 2024",CHI vs. SAC,115,L,Bulls,SAC
0022300674,"JAN 31, 2024",CHI @ CHA,117,W,Bulls,Bulls
0022300672,"JAN 30, 2024",CHI vs. TOR,107,L,Bulls,TOR
0022300656,"JAN 28, 2024",CHI @ POR,104,W,Bulls,Bulls
0022300633,"JAN 25, 2024",CHI @ LAL,132,L,Bulls,LAL
0022300612,"JAN 22, 2024",CHI @ PHX,113,L,Bulls,PHX
0022300597,"JAN 20, 2024",CHI vs. MEM,125,W,Bulls,Bulls
0022300580,"JAN 18, 2024",CHI @ TOR,116,W,Bulls,Bulls
0022300561,"JAN 15, 2024",CHI @ CLE,91,L,Bulls,CLE
0022300548,"JAN 13, 2024",CHI @ SAS,122,W,Bulls,Bulls
0022300536,"JAN 12, 2024",CHI vs. GSW,131,L,Bulls,GSW
0022300523,"JAN 10, 2024",CHI vs. HOU,124,W,Bulls,Bulls
0022300506,"JAN 08, 2024",CHI @ CHA,119,W,Bulls,Bulls
0022300484,"JAN 05, 2024",CHI vs. CHA,104,W,Bulls,Bulls
0022300468,"JAN 03, 2024",CHI @ NYK,100,L,Bulls,NYK
0022300459,"JAN 02, 2024",CHI @ PHI,97,L,Bulls,PHI
0022300442,"DEC 30, 2023",CHI vs. PHI,105,W,Bulls,Bulls
0022300422,"DEC 28, 2023",CHI vs. IND,104,L,Bulls,IND
0022300408,"DEC 26, 2023",CHI vs. ATL,118,W,Bulls,Bulls
0022300396,"DEC 23, 2023",CHI vs. CLE,95,L,Bulls,CLE
0022300376,"DEC 21, 2023",CHI vs. SAS,114,W,Bulls,Bulls
0022300370,"DEC 20, 2023",CHI vs. LAL,124,W,Bulls,Bulls
0022300351,"DEC 18, 2023",CHI @ PHI,108,W,Bulls,Bulls
0022300337,"DEC 16, 2023",CHI @ MIA,116,L,Bulls,MIA
0022300320,"DEC 14, 2023",CHI @ MIA,124,W,Bulls,Bulls
0022300307,"DEC 12, 2023",CHI vs. DEN,106,L,Bulls,DEN
0022300300,"DEC 11, 2023",CHI @ MIL,129,L,Bulls,MIL
0022301223,"DEC 08, 2023",CHI @ SAS,121,W,Bulls,Bulls
0022301211,"DEC 06, 2023",CHI vs. CHA,111,W,Bulls,Bulls
0022300285,"DEC 02, 2023",CHI vs. NOP,124,W,Bulls,Bulls
0022300269,"NOV 30, 2023",CHI vs. MIL,120,W,Bulls,Bulls
0022300053,"NOV 28, 2023",CHI @ BOS,97,L,Bulls,BOS
0022300250,"NOV 26, 2023",CHI @ BKN,109,L,Bulls,BKN
0022300046,"NOV 24, 2023",CHI @ TOR,108,L,Bulls,TOR
0022300234,"NOV 22, 2023",CHI @ OKC,102,L,Bulls,OKC
0022300220,"NOV 20, 2023",CHI vs. MIA,100,L,Bulls,MIA
0022300204,"NOV 18, 2023",CHI vs. MIA,102,W,Bulls,Bulls
0022300033,"NOV 17, 2023",CHI vs. ORL,97,L,Bulls,ORL
0022300196,"NOV 15, 2023",CHI vs. ORL,94,L,Bulls,ORL
0022300190,"NOV 13, 2023",CHI @ MIL,109,L,Bulls,MIL
0022300181,"NOV 12, 2023",CHI vs. DET,119,W,Bulls,Bulls
0022300162,"NOV 08, 2023",CHI vs. PHX,115,L,Bulls,PHX
0022300152,"NOV 06, 2023",CHI vs. UTA,130,W,Bulls,Bulls
0022300139,"NOV 04, 2023",CHI @ DEN,101,L,Bulls,DEN
0022300004,"NOV 03, 2023",CHI vs. BKN,107,L,Bulls,BKN
0022300124,"NOV 01, 2023",CHI @ DAL,105,L,Bulls,DAL
0022300102,"OCT 30, 2023",CHI @ IND,112,W,Bulls,Bulls
0022300088,"OCT 28, 2023",CHI @ DET,102,L,Bulls,DET
0022300082,"OCT 27, 2023",CHI vs. TOR,104,W,Bulls,Bulls
0022300070,"OCT 25, 2023",CHI vs. OKC,104,L,Bulls,OKC
0022301196,"APR 14, 2024",DAL @ OKC,86,L,Mavericks,OKC
0022301181,"APR 12, 2024",DAL vs. DET,89,L,Mavericks,DET
0022301161,"APR 10, 2024",DAL @ MIA,111,W,Mavericks,Mavericks
0022301144,"APR 09, 2024",DAL @ CHA,130,W,Mavericks,Mavericks
0022301131,"APR 07, 2024",DAL vs. HOU,147,W,Mavericks,Mavericks
0022301097,"APR 05, 2024",DAL vs. GSW,108,W,Mavericks,Mavericks
0022301124,"APR 04, 2024",DAL vs. ATL,109,W,Mavericks,Mavericks
0022300589,"APR 02, 2024",DAL @ GSW,100,L,Mavericks,GSW
0022301083,"MAR 31, 2024",DAL @ HOU,125,W,Mavericks,Mavericks
0022301073,"MAR 29, 2024",DAL @ SAC,107,W,Mavericks,Mavericks
0022301047,"MAR 26, 2024",DAL @ SAC,132,W,Mavericks,Mavericks
0022301041,"MAR 25, 2024",DAL @ UTA,115,W,Mavericks,Mavericks
0022301008,"MAR 21, 2024",DAL vs. UTA,113,W,Mavericks,Mavericks
0022300994,"MAR 19, 2024",DAL @ SAS,113,W,Mavericks,Mavericks
0022300978,"MAR 17, 2024",DAL vs. DEN,107,W,Mavericks,Mavericks
0022300959,"MAR 14, 2024",DAL @ OKC,119,L,Mavericks,OKC
0022300952,"MAR 13, 2024",DAL vs. GSW,109,W,Mavericks,Mavericks
0022300935,"MAR 11, 2024",DAL @ CHI,127,W,Mavericks,Mavericks
0022300919,"MAR 09, 2024",DAL @ DET,142,W,Mavericks,Mavericks
0022300904,"MAR 07, 2024",DAL vs. MIA,114,W,Mavericks,Mavericks
0022300892,"MAR 05, 2024",DAL vs. IND,120,L,Mavericks,IND
0022300871,"MAR 03, 2024",DAL vs. PHI,116,L,Mavericks,PHI
0022300859,"MAR 01, 2024",DAL @ BOS,110,L,Mavericks,BOS
0022300844,"FEB 28, 2024",DAL @ TOR,136,W,Mavericks,Mavericks
0022300832,"FEB 27, 2024",DAL @ CLE,119,L,Mavericks,CLE
0022300819,"FEB 25, 2024",DAL @ IND,111,L,Mavericks,IND
0022300796,"FEB 22, 2024",DAL vs. PHX,123,W,Mavericks,Mavericks
0022300785,"FEB 14, 2024",DAL vs. SAS,116,W,Mavericks,Mavericks
0022300768,"FEB 12, 2024",DAL vs. WAS,112,W,Mavericks,Mavericks
0022300748,"FEB 10, 2024",DAL vs. OKC,146,W,Mavericks,Mavericks
0022300736,"FEB 08, 2024",DAL @ NYK,122,W,Mavericks,Mavericks
0022300720,"FEB 06, 2024",DAL @ BKN,119,W,Mavericks,Mavericks
0022300715,"FEB 05, 2024",DAL @ PHI,118,W,Mavericks,Mavericks
0022300702,"FEB 03, 2024",DAL vs. MIL,117,L,Mavericks,MIL
0022300680,"JAN 31, 2024",DAL @ MIN,87,L,Mavericks,MIN
0022300666,"JAN 29, 2024",DAL vs. ORL,131,W,Mavericks,Mavericks
0022300651,"JAN 27, 2024",DAL vs. SAC,115,L,Mavericks,SAC
0022300634,"JAN 26, 2024",DAL @ ATL,148,W,Mavericks,Mavericks
0022300625,"JAN 24, 2024",DAL vs. PHX,109,L,Mavericks,PHX
0022300611,"JAN 22, 2024",DAL vs. BOS,110,L,Mavericks,BOS
0022300577,"JAN 17, 2024",DAL @ LAL,110,L,Mavericks,LAL
0022300556,"JAN 15, 2024",DAL vs. NOP,125,W,Mavericks,Mavericks
0022300547,"JAN 13, 2024",DAL vs. NOP,108,L,Mavericks,NOP
0022300530,"JAN 11, 2024",DAL vs. NYK,128,W,Mavericks,Mavericks
0022300515,"JAN 09, 2024",DAL vs. MEM,103,L,Mavericks,MEM
0022300501,"JAN 07, 2024",DAL vs. MIN,115,W,Mavericks,Mavericks
0022300487,"JAN 05, 2024",DAL vs. POR,139,W,Mavericks,Mavericks
0022300472,"JAN 03, 2024",DAL vs. POR,126,W,Mavericks,Mavericks
0022300457,"JAN 01, 2024",DAL @ UTA,90,L,Mavericks,UTA
0022300444,"DEC 30, 2023",DAL @ GSW,132,W,Mavericks,Mavericks
0022300423,"DEC 28, 2023",DAL @ MIN,110,L,Mavericks,MIN
0022300420,"DEC 27, 2023",DAL vs. CLE,110,L,Mavericks,CLE
0022300405,"DEC 25, 2023",DAL @ PHX,128,W,Mavericks,Mavericks
0022300398,"DEC 23, 2023",DAL vs. SAS,144,W,Mavericks,Mavericks
0022300385,"DEC 22, 2023",DAL @ HOU,96,L,Mavericks,HOU
0022300372,"DEC 20, 2023",DAL vs. LAC,111,L,Mavericks,LAC
0022300356,"DEC 18, 2023",DAL @ DEN,104,L,Mavericks,DEN
0022300341,"DEC 16, 2023",DAL @ POR,131,W,Mavericks,Mavericks
0022300321,"DEC 14, 2023",DAL vs. MIN,101,L,Mavericks,MIN
0022300306,"DEC 12, 2023",DAL vs. LAL,127,W,Mavericks,Mavericks
0022300299,"DEC 11, 2023",DAL @ MEM,120,W,Mavericks,Mavericks
0022301226,"DEC 08, 2023",DAL @ POR,125,W,Mavericks,Mavericks
0022301213,"DEC 06, 2023",DAL vs. UTA,147,W,Mavericks,Mavericks
0022300287,"DEC 02, 2023",DAL vs. OKC,120,L,Mavericks,OKC
0022300277,"DEC 01, 2023",DAL vs. MEM,94,L,Mavericks,MEM
0022300059,"NOV 28, 2023",DAL vs. HOU,121,W,Mavericks,Mavericks
0022300244,"NOV 25, 2023",DAL @ LAC,88,L,Mavericks,LAC
0022300238,"NOV 22, 2023",DAL @ LAL,104,W,Mavericks,Mavericks
0022300212,"NOV 19, 2023",DAL vs. SAC,113,L,Mavericks,SAC
0022300205,"NOV 18, 2023",DAL @ MIL,125,L,Mavericks,MIL
0022300192,"NOV 15, 2023",DAL @ WAS,130,W,Mavericks,Mavericks
0022300022,"NOV 14, 2023",DAL @ NOP,110,L,Mavericks,NOP
0022300183,"NOV 12, 2023",DAL @ NOP,136,W,Mavericks,Mavericks
0022300014,"NOV 10, 2023",DAL vs. LAC,144,W,Mavericks,Mavericks
0022300168,"NOV 08, 2023",DAL vs. TOR,116,L,Mavericks,TOR
0022300147,"NOV 06, 2023",DAL @ ORL,117,W,Mavericks,Mavericks
0022300143,"NOV 05, 2023",DAL vs. CHA,124,W,Mavericks,Mavericks
0022300006,"NOV 03, 2023",DAL @ DEN,114,L,Mavericks,DEN
0022300124,"NOV 01, 2023",DAL vs. CHI,114,W,Mavericks,Mavericks
0022300106,"OCT 30, 2023",DAL @ MEM,125,W,Mavericks,Mavericks
0022300084,"OCT 27, 2023",DAL vs. BKN,125,W,Mavericks,Mavericks
0022300073,"OCT 25, 2023",DAL @ SAS,126,W,Mavericks,Mavericks
0022301193,"APR 14, 2024",DEN @ MEM,126,W,Nuggets,Nuggets
0022301180,"APR 12, 2024",DEN @ SAS,120,L,Nuggets,SAS
0022301164,"APR 10, 2024",DEN vs. MIN,116,W,Nuggets,Nuggets
0022301154,"APR 09, 2024",DEN @ UTA,111,W,Nuggets,Nuggets
0022301130,"APR 06, 2024",DEN vs. ATL,142,W,Nuggets,Nuggets
0022301114,"APR 04, 2024",DEN @ LAC,100,L,Nuggets,LAC
0022301099,"APR 02, 2024",DEN vs. SAS,110,W,Nuggets,Nuggets
0022301077,"MAR 31, 2024",DEN vs. CLE,130,W,Nuggets,Nuggets
0022301071,"MAR 29, 2024",DEN vs. MIN,98,L,Nuggets,MIN
0022301059,"MAR 27, 2024",DEN vs. PHX,97,L,Nuggets,PHX
0022301040,"MAR 25, 2024",DEN vs. MEM,128,W,Nuggets,Nuggets
0022301026,"MAR 23, 2024",DEN @ POR,114,W,Nuggets,Nuggets
0022301009,"MAR 21, 2024",DEN vs. NYK,113,W,Nuggets,Nuggets
0022300995,"MAR 19, 2024",DEN @ MIN,115,W,Nuggets,Nuggets
0022300978,"MAR 17, 2024",DEN @ DAL,105,L,Nuggets,DAL
0022300965,"MAR 15, 2024",DEN @ SAS,117,W,Nuggets,Nuggets
0022300949,"MAR 13, 2024",DEN @ MIA,100,W,Nuggets,Nuggets
0022300937,"MAR 11, 2024",DEN vs. TOR,125,W,Nuggets,Nuggets
0022300922,"MAR 09, 2024",DEN vs. UTA,142,W,Nuggets,Nuggets
0022300906,"MAR 07, 2024",DEN vs. BOS,115,W,Nuggets,Nuggets
0022300893,"MAR 05, 2024",DEN vs. PHX,107,L,Nuggets,PHX
0022300869,"MAR 02, 2024",DEN @ LAL,124,W,Nuggets,Nuggets
0022300855,"FEB 29, 2024",DEN vs. MIA,103,W,Nuggets,Nuggets
0022300847,"FEB 28, 2024",DEN vs. SAC,117,W,Nuggets,Nuggets
0022300824,"FEB 25, 2024",DEN @ GSW,119,W,Nuggets,Nuggets
0022300812,"FEB 23, 2024",DEN @ POR,127,W,Nuggets,Nuggets
0022300800,"FEB 22, 2024",DEN vs. WAS,130,W,Nuggets,Nuggets
0022300786,"FEB 14, 2024",DEN vs. SAC,98,L,Nuggets,SAC
0022300767,"FEB 12, 2024",DEN @ MIL,95,L,Nuggets,MIL
0022300746,"FEB 09, 2024",DEN @ SAC,106,L,Nuggets,SAC
0022300740,"FEB 08, 2024",DEN @ LAL,114,W,Nuggets,Nuggets
0022300712,"FEB 04, 2024",DEN vs. POR,112,W,Nuggets,Nuggets
0022300697,"FEB 02, 2024",DEN vs. POR,120,W,Nuggets,Nuggets
0022300682,"JAN 31, 2024",DEN @ OKC,100,L,Nuggets,OKC
0022300667,"JAN 29, 2024",DEN vs. MIL,113,W,Nuggets,Nuggets
0022300644,"JAN 27, 2024",DEN vs. PHI,111,W,Nuggets,Nuggets
0022300631,"JAN 25, 2024",DEN @ NYK,84,L,Nuggets,NYK
0022300614,"JAN 23, 2024",DEN @ IND,114,W,Nuggets,Nuggets
0022300602,"JAN 21, 2024",DEN @ WAS,113,W,Nuggets,Nuggets
0022300586,"JAN 19, 2024",DEN @ BOS,102,W,Nuggets,Nuggets
0022300566,"JAN 16, 2024",DEN @ PHI,121,L,Nuggets,PHI
0022300550,"JAN 14, 2024",DEN vs. IND,117,W,Nuggets,Nuggets
0022300539,"JAN 12, 2024",DEN vs. NOP,125,W,Nuggets,Nuggets
0022300524,"JAN 10, 2024",DEN @ UTA,111,L,Nuggets,UTA
0022300502,"JAN 07, 2024",DEN vs. DET,131,W,Nuggets,Nuggets
0022300488,"JAN 05, 2024",DEN vs. ORL,120,L,Nuggets,ORL
0022300478,"JAN 04, 2024",DEN @ GSW,130,W,Nuggets,Nuggets
0022300455,"JAN 01, 2024",DEN vs. CHA,111,W,Nuggets,Nuggets
0022300435,"DEC 29, 2023",DEN vs. OKC,93,L,Nuggets,OKC
0022300425,"DEC 28, 2023",DEN vs. MEM,142,W,Nuggets,Nuggets
0022300402,"DEC 25, 2023",DEN vs. GSW,120,W,Nuggets,Nuggets
0022300390,"DEC 23, 2023",DEN @ CHA,102,W,Nuggets,Nuggets
0022300383,"DEC 22, 2023",DEN @ BKN,122,W,Nuggets,Nuggets
0022300369,"DEC 20, 2023",DEN @ TOR,113,W,Nuggets,Nuggets
0022300356,"DEC 18, 2023",DEN vs. DAL,130,W,Nuggets,Nuggets
0022300340,"DEC 16, 2023",DEN vs. OKC,117,L,Nuggets,OKC
0022300322,"DEC 14, 2023",DEN vs. BKN,124,W,Nuggets,Nuggets
0022300307,"DEC 12, 2023",DEN @ CHI,114,W,Nuggets,Nuggets
0022300296,"DEC 11, 2023",DEN @ ATL,129,W,Nuggets,Nuggets
0022301224,"DEC 08, 2023",DEN vs. HOU,106,L,Nuggets,HOU
0022301215,"DEC 06, 2023",DEN @ LAC,102,L,Nuggets,LAC
0022300290,"DEC 02, 2023",DEN @ SAC,117,L,Nuggets,SAC
0022300279,"DEC 01, 2023",DEN @ PHX,119,W,Nuggets,Nuggets
0022300263,"NOV 29, 2023",DEN vs. HOU,134,W,Nuggets,Nuggets
0022300257,"NOV 27, 2023",DEN @ LAC,113,W,Nuggets,Nuggets
0022300252,"NOV 26, 2023",DEN vs. SAS,132,W,Nuggets,Nuggets
0022300048,"NOV 24, 2023",DEN @ HOU,86,L,Nuggets,HOU
0022300226,"NOV 22, 2023",DEN @ ORL,119,L,Nuggets,ORL
0022300218,"NOV 20, 2023",DEN @ DET,107,W,Nuggets,Nuggets
0022300210,"NOV 19, 2023",DEN @ CLE,109,L,Nuggets,CLE
0022300034,"NOV 17, 2023",DEN @ NOP,110,L,Nuggets,NOP
0022300024,"NOV 14, 2023",DEN vs. LAC,111,W,Nuggets,Nuggets
0022300182,"NOV 12, 2023",DEN @ HOU,104,L,Nuggets,HOU
0022300169,"NOV 08, 2023",DEN vs. GSW,108,W,Nuggets,Nuggets
0022300156,"NOV 06, 2023",DEN vs. NOP,134,W,Nuggets,Nuggets
0022300139,"NOV 04, 2023",DEN vs. CHI,123,W,Nuggets,Nuggets
0022300006,"NOV 03, 2023",DEN vs. DAL,125,W,Nuggets,Nuggets
0022300123,"NOV 01, 2023",DEN @ MIN,89,L,Nuggets,MIN
0022300110,"OCT 30, 2023",DEN vs. UTA,110,W,Nuggets,Nuggets
0022300095,"OCT 29, 2023",DEN @ OKC,128,W,Nuggets,Nuggets
0022300078,"OCT 27, 2023",DEN @ MEM,108,W,Nuggets,Nuggets
0022300061,"OCT 24, 2023",DEN vs. LAL,119,W,Nuggets,Nuggets
0022301198,"APR 14, 2024",GSW vs. UTA,123,W,Warriors,Warriors
0022301182,"APR 12, 2024",GSW vs. NOP,109,L,Warriors,NOP
0022301169,"APR 11, 2024",GSW @ POR,100,W,Warriors,Warriors
0022301155,"APR 09, 2024",GSW @ LAL,134,W,Warriors,Warriors
0022301142,"APR 07, 2024",GSW vs. UTA,118,W,Warriors,Warriors
0022301097,"APR 05, 2024",GSW @ DAL,106,L,Warriors,DAL
0022301113,"APR 04, 2024",GSW @ HOU,133,W,Warriors,Warriors
0022300589,"APR 02, 2024",GSW vs. DAL,104,W,Warriors,Warriors
0022301085,"MAR 31, 2024",GSW @ SAS,117,W,Warriors,Warriors
0022301062,"MAR 29, 2024",GSW @ CHA,115,W,Warriors,Warriors
0022301049,"MAR 27, 2024",GSW @ ORL,101,W,Warriors,Warriors
0022301044,"MAR 26, 2024",GSW @ MIA,113,W,Warriors,Warriors
0022301031,"MAR 24, 2024",GSW @ MIN,110,L,Warriors,MIN
0022301016,"MAR 22, 2024",GSW vs. IND,111,L,Warriors,IND
0022301001,"MAR 20, 2024",GSW vs. MEM,137,W,Warriors,Warriors
0022300988,"MAR 18, 2024",GSW vs. NYK,112,L,Warriors,NYK
0022300973,"MAR 16, 2024",GSW @ LAL,128,W,Warriors,Warriors
0022300952,"MAR 13, 2024",GSW @ DAL,99,L,Warriors,DAL
0022300936,"MAR 11, 2024",GSW @ SAS,112,W,Warriors,Warriors
0022300921,"MAR 09, 2024",GSW vs. SAS,113,L,Warriors,SAS
0022300907,"MAR 07, 2024",GSW vs. CHI,122,L,Warriors,CHI
0022300899,"MAR 06, 2024",GSW vs. MIL,125,W,Warriors,Warriors
0022300872,"MAR 03, 2024",GSW @ BOS,88,L,Warriors,BOS
0022300860,"MAR 01, 2024",GSW @ TOR,120,W,Warriors,Warriors
0022300852,"FEB 29, 2024",GSW @ NYK,110,W,Warriors,Warriors
0022300834,"FEB 27, 2024",GSW @ WAS,123,W,Warriors,Warriors
0022300824,"FEB 25, 2024",GSW vs. DEN,103,L,Warriors,DEN
0022300811,"FEB 23, 2024",GSW vs. CHA,97,W,Warriors,Warriors
0022300802,"FEB 22, 2024",GSW vs. LAL,128,W,Warriors,Warriors
0022300576,"FEB 15, 2024",GSW @ UTA,140,W,Warriors,Warriors
0022300789,"FEB 14, 2024",GSW vs. LAC,125,L,Warriors,LAC
0022300769,"FEB 12, 2024",GSW @ UTA,129,W,Warriors,Warriors
0022300757,"FEB 10, 2024",GSW vs. PHX,113,W,Warriors,Warriors
0022300733,"FEB 08, 2024",GSW @ IND,131,W,Warriors,Warriors
0022300727,"FEB 07, 2024",GSW @ PHI,127,W,Warriors,Warriors
0022300717,"FEB 05, 2024",GSW @ BKN,109,W,Warriors,Warriors
0022300699,"FEB 03, 2024",GSW @ ATL,134,L,Warriors,ATL
0022300693,"FEB 02, 2024",GSW @ MEM,121,W,Warriors,Warriors
0022300673,"JAN 30, 2024",GSW vs. PHI,119,W,Warriors,Warriors
0022300650,"JAN 27, 2024",GSW vs. LAL,144,L,Warriors,LAL
0022300632,"JAN 25, 2024",GSW vs. SAC,133,L,Warriors,SAC
0022300626,"JAN 24, 2024",GSW vs. ATL,134,W,Warriors,Warriors
0022300560,"JAN 15, 2024",GSW @ MEM,107,L,Warriors,MEM
0022300545,"JAN 13, 2024",GSW @ MIL,118,L,Warriors,MIL
0022300536,"JAN 12, 2024",GSW @ CHI,140,W,Warriors,Warriors
0022300525,"JAN 10, 2024",GSW vs. NOP,105,L,Warriors,NOP
0022300504,"JAN 07, 2024",GSW vs. TOR,118,L,Warriors,TOR
0022300490,"JAN 05, 2024",GSW vs. DET,113,W,Warriors,Warriors
0022300478,"JAN 04, 2024",GSW vs. DEN,127,L,Warriors,DEN
0022300463,"JAN 02, 2024",GSW vs. ORL,121,W,Warriors,Warriors
0022300444,"DEC 30, 2023",GSW vs. DAL,122,L,Warriors,DAL
0022300426,"DEC 28, 2023",GSW vs. MIA,102,L,Warriors,MIA
0022300402,"DEC 25, 2023",GSW @ DEN,114,L,Warriors,DEN
0022300399,"DEC 23, 2023",GSW vs. POR,126,W,Warriors,Warriors
0022300386,"DEC 22, 2023",GSW vs. WAS,129,W,Warriors,Warriors
0022300362,"DEC 19, 2023",GSW vs. BOS,132,W,Warriors,Warriors
0022300348,"DEC 17, 2023",GSW @ POR,118,W,Warriors,Warriors
0022300339,"DEC 16, 2023",GSW vs. BKN,124,W,Warriors,Warriors
0022300325,"DEC 14, 2023",GSW @ LAC,113,L,Warriors,LAC
0022300308,"DEC 12, 2023",GSW @ PHX,116,L,Warriors,PHX
0022301222,"DEC 08, 2023",GSW @ OKC,136,L,Warriors,OKC
0022301214,"DEC 06, 2023",GSW vs. POR,110,W,Warriors,Warriors
0022300280,"DEC 02, 2023",GSW @ LAC,112,L,Warriors,LAC
0022300273,"NOV 30, 2023",GSW vs. LAC,120,W,Warriors,Warriors
0022300060,"NOV 28, 2023",GSW @ SAC,123,L,Warriors,SAC
0022300051,"NOV 24, 2023",GSW vs. SAS,118,W,Warriors,Warriors
0022300236,"NOV 22, 2023",GSW @ PHX,115,L,Warriors,PHX
0022300224,"NOV 20, 2023",GSW vs. HOU,121,W,Warriors,Warriors
0022300207,"NOV 18, 2023",GSW vs. OKC,123,L,Warriors,OKC
0022300201,"NOV 16, 2023",GSW vs. OKC,109,L,Warriors,OKC
0022300025,"NOV 14, 2023",GSW vs. MIN,101,L,Warriors,MIN
0022300186,"NOV 12, 2023",GSW vs. MIN,110,L,Warriors,MIN
0022300176,"NOV 11, 2023",GSW vs. CLE,110,L,Warriors,CLE
0022300169,"NOV 08, 2023",GSW @ DEN,105,L,Warriors,DEN
0022300145,"NOV 06, 2023",GSW @ DET,120,W,Warriors,Warriors
0022300142,"NOV 05, 2023",GSW @ CLE,104,L,Warriors,CLE
0022300005,"NOV 03, 2023",GSW @ OKC,141,W,Warriors,Warriors
0022300126,"NOV 01, 2023",GSW vs. SAC,102,W,Warriors,Warriors
0022300108,"OCT 30, 2023",GSW @ NOP,130,W,Warriors,Warriors
0022300096,"OCT 29, 2023",GSW @ HOU,106,W,Warriors,Warriors
0022300087,"OCT 27, 2023",GSW @ SAC,122,W,Warriors,Warriors
0022300062,"OCT 24, 2023",GSW vs. PHX,104,L,Warriors,PHX
0022301199,"APR 14, 2024",HOU @ LAC,116,W,Rockets,Rockets
0022301183,"APR 12, 2024",HOU @ POR,116,W,Rockets,Rockets
0022301168,"APR 11, 2024",HOU @ UTA,121,L,Rockets,UTA
0022301150,"APR 09, 2024",HOU vs. ORL,118,W,Rockets,Rockets
0022301131,"APR 07, 2024",HOU @ DAL,136,L,Rockets,DAL
0022301120,"APR 05, 2024",HOU vs. MIA,104,L,Rockets,MIA
0022301113,"APR 04, 2024",HOU vs. GSW,110,L,Rockets,GSW
0022301098,"APR 02, 2024",HOU @ MIN,106,L,Rockets,MIN
0022301083,"MAR 31, 2024",HOU vs. DAL,107,L,Rockets,DAL
0022301072,"MAR 29, 2024",HOU @ UTA,101,W,Rockets,Rockets
0022301057,"MAR 27, 2024",HOU @ OKC,132,W,Rockets,Rockets
0022301038,"MAR 25, 2024",HOU vs. POR,110,W,Rockets,Rockets
0022301024,"MAR 23, 2024",HOU vs. UTA,147,W,Rockets,Rockets
0022301006,"MAR 21, 2024",HOU vs. CHI,127,W,Rockets,Rockets
0022300992,"MAR 19, 2024",HOU @ WAS,137,W,Rockets,Rockets
0022300967,"MAR 16, 2024",HOU vs. CLE,117,W,Rockets,Rockets
0022300957,"MAR 14, 2024",HOU vs. WAS,135,W,Rockets,Rockets
0022300942,"MAR 12, 2024",HOU @ SAS,103,W,Rockets,Rockets
0022300929,"MAR 10, 2024",HOU @ SAC,112,W,Rockets,Rockets
0022300916,"MAR 08, 2024",HOU @ POR,123,W,Rockets,Rockets
0022300897,"MAR 06, 2024",HOU vs. LAC,116,L,Rockets,LAC
0022300891,"MAR 05, 2024",HOU vs. SAS,114,W,Rockets,Rockets
0022300870,"MAR 02, 2024",HOU @ PHX,118,W,Rockets,Rockets
0022300854,"FEB 29, 2024",HOU @ PHX,105,L,Rockets,PHX
0022300841,"FEB 27, 2024",HOU @ OKC,95,L,Rockets,OKC
0022300822,"FEB 25, 2024",HOU vs. OKC,110,L,Rockets,OKC
0022300806,"FEB 23, 2024",HOU vs. PHX,114,W,Rockets,Rockets
0022300798,"FEB 22, 2024",HOU @ NOP,105,L,Rockets,NOP
0022300783,"FEB 14, 2024",HOU @ MEM,113,L,Rockets,MEM
0022300765,"FEB 12, 2024",HOU vs. NYK,105,W,Rockets,Rockets
0022300754,"FEB 10, 2024",HOU @ ATL,113,L,Rockets,ATL
0022300744,"FEB 09, 2024",HOU @ TOR,104,L,Rockets,TOR
0022300719,"FEB 06, 2024",HOU @ IND,129,L,Rockets,IND
0022300709,"FEB 04, 2024",HOU @ MIN,90,L,Rockets,MIN
0022300692,"FEB 02, 2024",HOU vs. TOR,135,W,Rockets,Rockets
0022300679,"JAN 31, 2024",HOU vs. NOP,99,L,Rockets,NOP
0022300662,"JAN 29, 2024",HOU vs. LAL,135,W,Rockets,Rockets
0022300645,"JAN 27, 2024",HOU @ BKN,104,L,Rockets,BKN
0022300635,"JAN 26, 2024",HOU @ CHA,138,W,Rockets,Rockets
0022300623,"JAN 24, 2024",HOU vs. POR,131,L,Rockets,POR
0022300603,"JAN 21, 2024",HOU vs. BOS,107,L,Rockets,BOS
0022300598,"JAN 20, 2024",HOU vs. UTA,127,W,Rockets,Rockets
0022300573,"JAN 17, 2024",HOU @ NYK,94,L,Rockets,NYK
0022300555,"JAN 15, 2024",HOU @ PHI,115,L,Rockets,PHI
0022300542,"JAN 13, 2024",HOU @ BOS,113,L,Rockets,BOS
