PLAYER_NAME,TEAM_NAME,Efficiency_HOME,LOCATION_HOME,Efficiency_AWAY,LOCATION_AWAY,Efficiency_DIFF
Mouhamed Gueye,Atlanta Hawks,-1.0,HOME,15.0,AWAY,16.0
Nicolas Batum,LA Clippers,2.5,HOME,16.0,AWAY,13.5
Jeff Dowtin Jr.,Philadelphia 76ers,16.0,HOME,2.62,AWAY,13.379999999999999
Tristan Vukcevic,Washington Wizards,2.0,HOME,14.17,AWAY,12.17
Taze Moore,Portland Trail Blazers,1.67,HOME,13.0,AWAY,11.33
Shake Milton,Detroit Pistons,17.0,HOME,6.0,AWAY,11.0
Dexter Dennis,Dallas Mavericks,-2.0,HOME,8.0,AWAY,10.0
Marques Bolden,Charlotte Hornets,12.0,HOME,2.75,AWAY,9.25
Quentin Grimes,Detroit Pistons,-1.0,HOME,7.0,AWAY,8.0
Dylan Windler,Atlanta Hawks,4.4,HOME,12.0,AWAY,7.6
Evan Fournier,New York Knicks,4.5,HOME,-3.0,AWAY,7.5
Mason Jones,Sacramento Kings,-1.0,HOME,6.0,AWAY,7.0
Taj Gibson,Detroit Pistons,9.5,HOME,3.0,AWAY,6.5
Justin Champagnie,Washington Wizards,4.71,HOME,11.0,AWAY,6.29
Anfernee Simons,Portland Trail Blazers,16.8,HOME,22.94,AWAY,6.140000000000001
Bennedict Mathurin,Indiana Pacers,16.11,HOME,9.97,AWAY,6.139999999999999
Mamadi Diakite,San Antonio Spurs,9.0,HOME,3.0,AWAY,6.0
Javonte Green,Chicago Bulls,15.83,HOME,21.67,AWAY,5.840000000000002
Shaedon Sharpe,Portland Trail Blazers,11.61,HOME,17.43,AWAY,5.82
Ja Morant,Memphis Grizzlies,23.2,HOME,29.0,AWAY,5.800000000000001
Royce O'Neale,Phoenix Suns,15.43,HOME,9.75,AWAY,5.68
Stanley Umude,Detroit Pistons,8.82,HOME,3.31,AWAY,5.51
Tre Mann,Oklahoma City Thunder,0.5,HOME,6.0,AWAY,5.5
Marvin Bagley III,Washington Wizards,19.05,HOME,13.6,AWAY,5.450000000000001
Jack White,Memphis Grizzlies,-2.0,HOME,3.33,AWAY,5.33
Simone Fontecchio,Detroit Pistons,11.6,HOME,16.91,AWAY,5.3100000000000005
Jimmy Butler,Miami Heat,20.85,HOME,26.15,AWAY,5.299999999999997
Buddy Boeheim,Detroit Pistons,0.5,HOME,5.75,AWAY,5.25
Duncan Robinson,Miami Heat,9.63,HOME,14.82,AWAY,5.1899999999999995
Devin Booker,Phoenix Suns,29.41,HOME,24.33,AWAY,5.080000000000002
Kevon Harris,Orlando Magic,0.0,HOME,5.0,AWAY,5.0
Adam Flagler,Oklahoma City Thunder,3.0,HOME,-2.0,AWAY,5.0
Greg Brown III,Dallas Mavericks,-0.5,HOME,4.5,AWAY,5.0
Kelly Olynyk,Toronto Raptors,20.06,HOME,15.08,AWAY,4.979999999999999
Kyle Lowry,Miami Heat,14.11,HOME,9.22,AWAY,4.889999999999999
Scottie Barnes,Toronto Raptors,22.19,HOME,27.03,AWAY,4.84
Bismack Biyombo,Oklahoma City Thunder,4.83,HOME,0.0,AWAY,4.83
Vince Williams Jr.,Memphis Grizzlies,11.62,HOME,16.43,AWAY,4.8100000000000005
Tyrese Haliburton,Indiana Pacers,23.48,HOME,28.29,AWAY,4.809999999999999
Luka Doncic,Dallas Mavericks,34.68,HOME,39.44,AWAY,4.759999999999998
Johnny Juzang,Utah Jazz,9.5,HOME,4.75,AWAY,4.75
Keegan Murray,Sacramento Kings,18.54,HOME,13.9,AWAY,4.639999999999999
Daniel Gafford,Dallas Mavericks,21.12,HOME,16.5,AWAY,4.620000000000001
Jared Butler,Washington Wizards,5.55,HOME,10.15,AWAY,4.6000000000000005
Brandon Clarke,Memphis Grizzlies,18.0,HOME,13.4,AWAY,4.6
Franz Wagner,Orlando Magic,17.27,HOME,21.85,AWAY,4.580000000000002
Bradley Beal,Phoenix Suns,16.88,HOME,21.41,AWAY,4.530000000000001
RaiQuan Gray,San Antonio Spurs,8.5,HOME,13.0,AWAY,4.5
Zach Collins,San Antonio Spurs,15.91,HOME,11.42,AWAY,4.49
Khris Middleton,Milwaukee Bucks,15.6,HOME,20.08,AWAY,4.479999999999999
Paul George,LA Clippers,24.77,HOME,20.32,AWAY,4.449999999999999
Buddy Hield,Philadelphia 76ers,10.06,HOME,14.5,AWAY,4.4399999999999995
Jayson Tatum,Boston Celtics,25.0,HOME,29.33,AWAY,4.329999999999998
Patrick Baldwin Jr.,Washington Wizards,4.23,HOME,8.5,AWAY,4.27
Delon Wright,Washington Wizards,5.5,HOME,9.73,AWAY,4.23
Jalen Green,Houston Rockets,15.09,HOME,19.31,AWAY,4.219999999999999
Dominick Barlow,San Antonio Spurs,5.24,HOME,9.44,AWAY,4.199999999999999
Amen Thompson,Houston Rockets,13.18,HOME,17.36,AWAY,4.18
Jontay Porter,Toronto Raptors,5.64,HOME,9.8,AWAY,4.160000000000001
Trevelin Queen,Orlando Magic,1.67,HOME,5.75,AWAY,4.08
Dennis Schroder,Brooklyn Nets,17.0,HOME,12.93,AWAY,4.07
Sandro Mamukelashvili,San Antonio Spurs,8.33,HOME,4.32,AWAY,4.01
Marcus Smart,Memphis Grizzlies,11.2,HOME,15.2,AWAY,4.0
Wenyen Gabriel,Memphis Grizzlies,2.0,HOME,6.0,AWAY,4.0
Danny Green,Philadelphia 76ers,-1.0,HOME,3.0,AWAY,4.0
Jason Preston,Utah Jazz,7.0,HOME,3.0,AWAY,4.0
Dylan Windler,Los Angeles Lakers,5.0,HOME,1.0,AWAY,4.0
Ryan Rollins,Milwaukee Bucks,4.0,HOME,0.0,AWAY,4.0
Dariq Whitehead,Brooklyn Nets,5.0,HOME,1.0,AWAY,4.0
Isaiah Mobley,Cleveland Cavaliers,0.83,HOME,4.75,AWAY,3.92
Lonnie Walker IV,Brooklyn Nets,9.81,HOME,5.96,AWAY,3.8500000000000005
DeJon Jarreau,Memphis Grizzlies,6.4,HOME,10.25,AWAY,3.8499999999999996
Chris Boucher,Toronto Raptors,6.55,HOME,10.36,AWAY,3.8099999999999996
Devonte' Graham,San Antonio Spurs,7.18,HOME,3.42,AWAY,3.76
Monte Morris,Detroit Pistons,2.33,HOME,6.0,AWAY,3.67
Anthony Gill,Washington Wizards,3.0,HOME,6.62,AWAY,3.62
Malik Beasley,Milwaukee Bucks,9.57,HOME,13.16,AWAY,3.59
Josh Green,Dallas Mavericks,8.23,HOME,11.81,AWAY,3.58
Deni Avdija,Washington Wizards,20.12,HOME,16.56,AWAY,3.5600000000000023
Bones Hyland,LA Clippers,8.25,HOME,4.71,AWAY,3.54
Keon Johnson,Brooklyn Nets,4.5,HOME,8.0,AWAY,3.5
Joel Embiid,Philadelphia 76ers,36.83,HOME,40.33,AWAY,3.5
R.J. Hampton,Miami Heat,3.0,HOME,-0.5,AWAY,3.5
Robert Covington,LA Clippers,9.5,HOME,6.0,AWAY,3.5
Immanuel Quickley,Toronto Raptors,22.06,HOME,18.6,AWAY,3.4599999999999973
Santi Aldama,Memphis Grizzlies,15.21,HOME,11.78,AWAY,3.4300000000000015
Patty Mills,Miami Heat,3.9,HOME,7.33,AWAY,3.43
Maozinha Pereira,Memphis Grizzlies,8.33,HOME,11.75,AWAY,3.42
Nassir Little,Phoenix Suns,6.11,HOME,2.74,AWAY,3.37
Harrison Barnes,Sacramento Kings,13.13,HOME,9.77,AWAY,3.360000000000001
Matt Ryan,New Orleans Pelicans,6.43,HOME,3.07,AWAY,3.36
Jake LaRavia,Memphis Grizzlies,8.0,HOME,11.35,AWAY,3.3499999999999996
Kira Lewis Jr.,Utah Jazz,6.2,HOME,2.86,AWAY,3.3400000000000003
Cam Reddish,Los Angeles Lakers,4.13,HOME,7.44,AWAY,3.3100000000000005
Nikola Jokic,Denver Nuggets,37.11,HOME,40.36,AWAY,3.25
Matisse Thybulle,Portland Trail Blazers,6.56,HOME,9.79,AWAY,3.2299999999999995
Collin Gillespie,Denver Nuggets,2.67,HOME,5.89,AWAY,3.2199999999999998
Chuma Okeke,Orlando Magic,4.78,HOME,1.59,AWAY,3.1900000000000004
Ish Wainright,Portland Trail Blazers,3.17,HOME,0.0,AWAY,3.17
Jaden Springer,Boston Celtics,5.17,HOME,2.0,AWAY,3.17
Jacob Toppin,New York Knicks,3.17,HOME,0.0,AWAY,3.17
John Collins,Utah Jazz,17.42,HOME,20.57,AWAY,3.1499999999999986
Olivier-Maxence Prosper,Dallas Mavericks,2.15,HOME,5.25,AWAY,3.1
Thaddeus Young,Phoenix Suns,6.75,HOME,3.67,AWAY,3.08
Malcolm Brogdon,Portland Trail Blazers,15.43,HOME,18.5,AWAY,3.0700000000000003
Russell Westbrook,LA Clippers,12.04,HOME,15.1,AWAY,3.0600000000000005
Terry Rozier,Charlotte Hornets,21.22,HOME,24.25,AWAY,3.030000000000001
Walker Kessler,Utah Jazz,14.28,HOME,17.29,AWAY,3.01
Onuralp Bitim,Chicago Bulls,4.88,HOME,1.87,AWAY,3.01
Jamaree Bouyea,San Antonio Spurs,8.0,HOME,5.0,AWAY,3.0
D’Moi Hodge,Los Angeles Lakers,0.0,HOME,3.0,AWAY,3.0
Delon Wright,Miami Heat,7.0,HOME,10.0,AWAY,3.0
Cody Martin,Charlotte Hornets,8.64,HOME,11.64,AWAY,3.0
JD Davison,Boston Celtics,5.0,HOME,2.0,AWAY,3.0
David Duke Jr.,San Antonio Spurs,9.5,HOME,6.5,AWAY,3.0
Jarrett Allen,Cleveland Cavaliers,26.42,HOME,23.43,AWAY,2.990000000000002
Jaylen Nowell,Memphis Grizzlies,6.75,HOME,3.8,AWAY,2.95
Ayo Dosunmu,Chicago Bulls,11.63,HOME,14.56,AWAY,2.9299999999999997
Ivica Zubac,LA Clippers,21.04,HOME,18.12,AWAY,2.919999999999998
Garrett Temple,Toronto Raptors,5.54,HOME,2.64,AWAY,2.9
Scotty Pippen Jr.,Memphis Grizzlies,13.2,HOME,16.09,AWAY,2.8900000000000006
James Wiseman,Detroit Pistons,9.28,HOME,12.13,AWAY,2.8500000000000014
Brandon Miller,Charlotte Hornets,16.31,HOME,13.49,AWAY,2.8199999999999985
Jakob Poeltl,Toronto Raptors,17.77,HOME,20.57,AWAY,2.8000000000000007
Armoni Brooks,Brooklyn Nets,1.8,HOME,4.6,AWAY,2.8
Bruce Brown,Toronto Raptors,13.0,HOME,10.21,AWAY,2.789999999999999
Bogdan Bogdanovic,Atlanta Hawks,16.78,HOME,14.0,AWAY,2.780000000000001
Bojan Bogdanovic,Detroit Pistons,14.6,HOME,17.38,AWAY,2.7799999999999994
Aleksej Pokusevski,Charlotte Hornets,9.0,HOME,11.75,AWAY,2.75
James Harden,LA Clippers,24.03,HOME,21.28,AWAY,2.75
P.J. Washington,Charlotte Hornets,15.18,HOME,12.44,AWAY,2.74
Chet Holmgren,Oklahoma City Thunder,20.73,HOME,23.46,AWAY,2.7300000000000004
Jalen Williams,Oklahoma City Thunder,22.06,HOME,19.34,AWAY,2.719999999999999
Jamal Murray,Denver Nuggets,21.11,HOME,23.83,AWAY,2.719999999999999
Max Strus,Cleveland Cavaliers,15.68,HOME,12.97,AWAY,2.709999999999999
Alex Caruso,Chicago Bulls,15.77,HOME,13.08,AWAY,2.6899999999999995
Terry Rozier,Miami Heat,15.47,HOME,18.14,AWAY,2.67
Alex Fudge,Los Angeles Lakers,0.67,HOME,-2.0,AWAY,2.67
Theo Maledon,Phoenix Suns,-0.67,HOME,2.0,AWAY,2.67
D.J. Carton,Toronto Raptors,3.67,HOME,1.0,AWAY,2.67
Ausar Thompson,Detroit Pistons,11.66,HOME,14.32,AWAY,2.66
Ben Sheppard,Indiana Pacers,6.07,HOME,3.43,AWAY,2.64
Moses Brown,Portland Trail Blazers,6.07,HOME,3.43,AWAY,2.64
GG Jackson II,Memphis Grizzlies,13.57,HOME,10.96,AWAY,2.6099999999999994
Nikola Vucevic,Chicago Bulls,24.67,HOME,22.16,AWAY,2.5100000000000016
Jaren Jackson Jr.,Memphis Grizzlies,18.5,HOME,21.0,AWAY,2.5
Marcus Morris Sr.,Cleveland Cavaliers,6.33,HOME,3.83,AWAY,2.5
P.J. Tucker,Philadelphia 76ers,5.0,HOME,7.5,AWAY,2.5
Henri Drell,Chicago Bulls,4.5,HOME,2.0,AWAY,2.5
Kira Lewis Jr.,New Orleans Pelicans,3.3,HOME,0.8,AWAY,2.5
Lamar Stevens,Memphis Grizzlies,10.5,HOME,13.0,AWAY,2.5
Lamar Stevens,Boston Celtics,2.22,HOME,4.7,AWAY,2.48
Kevin Knox II,Detroit Pistons,8.12,HOME,5.64,AWAY,2.4799999999999995
Joe Ingles,Orlando Magic,5.94,HOME,8.41,AWAY,2.4699999999999998
Doug McDermott,Indiana Pacers,4.18,HOME,1.71,AWAY,2.4699999999999998
Robert Covington,Philadelphia 76ers,9.21,HOME,6.75,AWAY,2.460000000000001
Stephen Curry,Golden State Warriors,24.59,HOME,22.14,AWAY,2.4499999999999993
Charles Bassey,San Antonio Spurs,7.42,HOME,9.86,AWAY,2.4399999999999995
Udoka Azubuike,Phoenix Suns,4.86,HOME,2.44,AWAY,2.4200000000000004
Malachi Flynn,New York Knicks,3.17,HOME,0.75,AWAY,2.42
Luke Kornet,Boston Celtics,11.92,HOME,9.5,AWAY,2.42
Jae Crowder,Milwaukee Bucks,8.9,HOME,6.5,AWAY,2.4000000000000004
Kobe Bufkin,Atlanta Hawks,3.5,HOME,5.89,AWAY,2.3899999999999997
Naji Marshall,New Orleans Pelicans,10.43,HOME,8.06,AWAY,2.369999999999999
JaVale McGee,Sacramento Kings,6.9,HOME,4.54,AWAY,2.3600000000000003
Trey Jemison,Memphis Grizzlies,10.64,HOME,13.0,AWAY,2.3599999999999994
Micah Potter,Utah Jazz,6.57,HOME,4.22,AWAY,2.3500000000000005
De'Anthony Melton,Philadelphia 76ers,11.5,HOME,13.83,AWAY,2.33
Pete Nance,Cleveland Cavaliers,-1.0,HOME,1.33,AWAY,2.33
T.J. McConnell,Indiana Pacers,15.35,HOME,13.03,AWAY,2.3200000000000003
Kevin Durant,Phoenix Suns,26.43,HOME,28.75,AWAY,2.3200000000000003
OG Anunoby,New York Knicks,14.08,HOME,16.4,AWAY,2.3199999999999985
Day'Ron Sharpe,Brooklyn Nets,12.9,HOME,10.59,AWAY,2.3100000000000005
Moritz Wagner,Orlando Magic,11.4,HOME,13.71,AWAY,2.3100000000000005
Malik Williams,Toronto Raptors,5.8,HOME,3.5,AWAY,2.3
Eric Gordon,Phoenix Suns,11.12,HOME,8.83,AWAY,2.289999999999999
Brandon Williams,Dallas Mavericks,1.22,HOME,3.5,AWAY,2.2800000000000002
Emoni Bates,Cleveland Cavaliers,0.17,HOME,2.44,AWAY,2.27
Jeremiah Robinson-Earl,New Orleans Pelicans,2.84,HOME,5.1,AWAY,2.26
P.J. Washington,Dallas Mavericks,12.82,HOME,15.08,AWAY,2.26
Jordan Poole,Washington Wizards,15.17,HOME,12.91,AWAY,2.26
Marvin Bagley III,Detroit Pistons,11.07,HOME,13.33,AWAY,2.26
Jordan Nwora,Indiana Pacers,5.92,HOME,3.67,AWAY,2.25
Payton Pritchard,Boston Celtics,13.19,HOME,10.94,AWAY,2.25
Skylar Mays,Los Angeles Lakers,3.0,HOME,0.75,AWAY,2.25
Alperen Sengun,Houston Rockets,26.86,HOME,24.61,AWAY,2.25
Amari Bailey,Charlotte Hornets,3.0,HOME,0.75,AWAY,2.25
Timmy Allen,Memphis Grizzlies,2.0,HOME,4.25,AWAY,2.25
Boban Marjanovic,Houston Rockets,5.25,HOME,3.0,AWAY,2.25
Dalano Banton,Portland Trail Blazers,13.83,HOME,16.08,AWAY,2.2499999999999982
Kyle Anderson,Minnesota Timberwolves,9.93,HOME,12.17,AWAY,2.24
Sasha Vezenkov,Sacramento Kings,6.95,HOME,4.71,AWAY,2.24
Keyonte George,Utah Jazz,12.32,HOME,10.11,AWAY,2.210000000000001
Andrew Wiggins,Golden State Warriors,14.0,HOME,11.79,AWAY,2.210000000000001
Garrison Mathews,Atlanta Hawks,6.23,HOME,4.03,AWAY,2.2
Bol Bol,Phoenix Suns,6.47,HOME,8.67,AWAY,2.2
Clint Capela,Atlanta Hawks,20.68,HOME,18.48,AWAY,2.1999999999999993
Victor Wembanyama,San Antonio Spurs,25.91,HOME,28.11,AWAY,2.1999999999999993
Michael Porter Jr.,Denver Nuggets,17.22,HOME,19.4,AWAY,2.1799999999999997
Andrew Nembhard,Indiana Pacers,12.18,HOME,10.02,AWAY,2.16
Cedi Osman,San Antonio Spurs,6.79,HOME,8.95,AWAY,2.1599999999999993
Trae Young,Atlanta Hawks,23.54,HOME,25.67,AWAY,2.1300000000000026
Royce O'Neale,Brooklyn Nets,9.82,HOME,11.95,AWAY,2.129999999999999
Damian Lillard,Milwaukee Bucks,24.59,HOME,22.47,AWAY,2.120000000000001
Malaki Branham,San Antonio Spurs,6.57,HOME,8.68,AWAY,2.1099999999999994
Onyeka Okongwu,Atlanta Hawks,15.04,HOME,17.14,AWAY,2.1000000000000014
Goga Bitadze,Orlando Magic,8.93,HOME,11.03,AWAY,2.0999999999999996
Julius Randle,New York Knicks,23.46,HOME,25.55,AWAY,2.09
Chris Paul,Golden State Warriors,16.52,HOME,14.43,AWAY,2.09
D'Angelo Russell,Los Angeles Lakers,17.47,HOME,19.55,AWAY,2.080000000000002
Alondes Williams,Miami Heat,0.75,HOME,-1.33,AWAY,2.08
Josh Hart,New York Knicks,17.44,HOME,15.39,AWAY,2.0500000000000007
Marcus Morris Sr.,Philadelphia 76ers,8.38,HOME,6.33,AWAY,2.0500000000000007
Davis Bertans,Charlotte Hornets,6.33,HOME,8.38,AWAY,2.0500000000000007
Jrue Holiday,Boston Celtics,15.88,HOME,17.93,AWAY,2.049999999999999
Aaron Holiday,Houston Rockets,7.81,HOME,5.78,AWAY,2.0299999999999994
Draymond Green,Golden State Warriors,16.44,HOME,18.47,AWAY,2.0299999999999976
Bobby Portis,Milwaukee Bucks,15.84,HOME,17.86,AWAY,2.0199999999999996
Jamaree Bouyea,Portland Trail Blazers,1.67,HOME,-0.33,AWAY,2.0
Quenton Jackson,Indiana Pacers,2.0,HOME,4.0,AWAY,2.0
Kenneth Lofton Jr.,Philadelphia 76ers,-2.0,HOME,0.0,AWAY,2.0
Kawhi Leonard,LA Clippers,26.72,HOME,24.72,AWAY,2.0
Dereon Seabron,New Orleans Pelicans,4.5,HOME,2.5,AWAY,2.0
Trey Jemison,Washington Wizards,-1.0,HOME,1.0,AWAY,2.0
Marques Bolden,Milwaukee Bucks,0.0,HOME,2.0,AWAY,2.0
Dylan Windler,New York Knicks,0.0,HOME,2.0,AWAY,2.0
Shaquille Harrison,Memphis Grizzlies,2.0,HOME,0.0,AWAY,2.0
Toumani Camara,Portland Trail Blazers,9.25,HOME,11.23,AWAY,1.9800000000000004
Thaddeus Young,Toronto Raptors,10.38,HOME,8.4,AWAY,1.9800000000000004
Miles Bridges,Charlotte Hornets,20.14,HOME,22.12,AWAY,1.9800000000000004
Josh Giddey,Oklahoma City Thunder,17.8,HOME,15.82,AWAY,1.9800000000000004
