PLAYER_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL
201565,Derrick Rose,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/201565.png
1626179,Terry Rozier,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1626179.png
1641712,Rayan Rupert,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png
1626156,D'Angelo Russell,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1626156.png
1630346,Matt Ryan,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630346.png
1627734,Domantas Sabonis,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1627734.png
1629677,Luka Samanic,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629677.png
1631257,Jermaine Samuels Jr.,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1631257.png
1641766,Adama Sanogo,1610612741,CHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1641766.png
1630611,Gui Santos,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1630611.png
203967,Dario Saric,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/203967.png
1630846,Olivier Sarr,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630846.png
1631204,Marcus Sasser,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631204.png
1629678,Admiral Schofield,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629678.png
203471,Dennis Schroder,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png
1631220,Dereon Seabron,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1631220.png
1630578,Alperen Sengun,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png
1641729,Brice Sensabaugh,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png
1629012,Collin Sexton,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
1629013,Landry Shamet,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629013.png
1630549,Day'Ron Sharpe,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630549.png
1631101,Shaedon Sharpe,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1631101.png
1641767,Ben Sheppard,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1641767.png
1627783,Pascal Siakam,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png
1627732,Ben Simmons,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1627732.png
1628424,Kobi Simmons,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628424.png
1629014,Anfernee Simons,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png
1630285,Zavier Simpson,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630285.png
1630579,Jericho Sims,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1630579.png
1631376,Dmytro Skapintsev,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631376.png
1641771,Jalen Slawson,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641771.png
1630606,Javonte Smart,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630606.png
203935,Marcus Smart,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/203935.png
1630696,Dru Smith,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630696.png
202397,Ish Smith,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/202397.png
1630188,Jalen Smith,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png
1631173,Terquavion Smith,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1631173.png
1628372,Dennis Smith Jr.,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1628372.png
1631095,Jabari Smith Jr.,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1631095.png
1641733,Nick Smith Jr.,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1641733.png
1631110,Jeremy Sochan,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png
1630311,Pat Spencer,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1630311.png
1630531,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png
1630205,Lamar Stevens,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1630205.png
1630191,Isaiah Stewart,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1630191.png
1631124,Julian Strawther,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631124.png
1629622,Max Strus,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1629622.png
1630591,Jalen Suggs,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png
1631306,Cole Swider,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631306.png
1630256,Jae'Sean Tate,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630256.png
1628369,Jayson Tatum,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1628369.png
1630678,Terry Taylor,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630678.png
202066,Garrett Temple,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/202066.png
