SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300313,2024-05-26T00:00:00,DAL vs. MIN,W,41.766666666666666,12,20,0.6,3,6,0.5,6,8,0.75,0,3,3,4,4,1,0,1,1,4,33,12,41.6,0,0,45.0,1,1,1,1,7,4,6,1,8,10,6,2,2,13,15,7,12,12,2,9,6,5,1,4,4,6,6,1,1,5,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300312,2024-05-24T00:00:00,DAL @ MIN,W,39.156666666666666,7,16,0.438,4,7,0.571,2,5,0.4,2,2,4,6,2,1,0,1,4,4,20,6,34.8,0,0,36.0,1,1,1,1,15,13,16,14,3,7,4,12,6,17,2,14,7,5,9,9,6,5,16,4,13,10,12,1,1,11,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300311,2024-05-22T00:00:00,DAL @ MIN,W,40.14,12,23,0.522,0,3,0.0,6,6,1.0,1,4,5,4,2,0,1,0,3,4,30,5,43.0,0,0,41.0,1,1,1,1,13,4,4,7,18,18,18,2,3,1,8,4,5,12,9,15,3,1,11,4,6,11,5,1,1,8,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300226,2024-05-18T00:00:00,DAL vs. OKC,W,42.36666666666667,9,23,0.391,4,10,0.4,0,0,0.0,0,2,2,3,4,0,0,1,3,1,22,2,24.9,0,0,31.0,1,1,1,1,3,10,4,16,3,2,11,18,18,18,15,14,17,18,2,15,6,5,11,16,9,13,18,1,1,15,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300225,2024-05-15T00:00:00,DAL @ OKC,W,39.13166666666667,5,11,0.455,2,2,1.0,0,0,0.0,2,0,2,4,1,1,0,0,2,2,12,12,22.4,0,0,22.0,1,1,1,1,16,19,20,12,13,20,1,18,18,18,2,21,17,12,15,9,6,1,3,10,19,6,21,1,1,20,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300224,2024-05-13T00:00:00,DAL vs. OKC,L,40.57666666666667,4,11,0.364,0,2,0.0,1,2,0.5,0,1,1,9,1,0,0,2,5,2,9,4,22.7,0,0,19.0,1,14,14,14,12,21,20,18,18,20,18,16,13,16,15,18,21,2,15,15,6,15,22,10,21,12,20,1,1,22,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300223,2024-05-11T00:00:00,DAL vs. OKC,W,40.8,10,17,0.588,2,6,0.333,0,0,0.0,2,3,5,7,4,1,1,1,2,0,22,11,40.5,0,0,40.0,1,1,1,1,11,7,14,2,13,10,13,18,18,18,2,7,5,4,2,9,3,5,3,22,9,8,8,1,1,9,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300222,2024-05-09T00:00:00,DAL @ OKC,W,41.473333333333336,2,8,0.25,0,2,0.0,5,6,0.833,2,1,3,11,2,2,2,1,4,2,9,9,39.1,0,0,31.0,1,1,1,1,8,22,22,22,18,20,18,5,3,12,2,18,12,1,9,2,1,5,16,10,21,9,10,1,1,15,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300221,2024-05-07T00:00:00,DAL @ OKC,L,37.358333333333334,7,14,0.5,3,4,0.75,3,3,1.0,0,1,1,3,4,2,1,2,2,2,20,-15,30.7,0,0,33.0,1,14,14,14,18,13,18,9,8,17,2,8,11,1,15,18,21,18,2,2,3,15,3,10,13,21,16,1,1,12,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300176,2024-05-03T00:00:00,DAL vs. LAC,W,42.3,11,19,0.579,5,9,0.556,3,5,0.6,1,5,6,4,1,2,2,1,3,6,30,22,54.2,0,0,53.0,1,1,1,1,4,6,7,3,2,4,5,8,6,15,8,1,3,12,15,2,1,5,11,2,6,3,1,1,1,2,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300175,2024-05-01T00:00:00,DAL @ LAC,W,35.416666666666664,6,14,0.429,1,7,0.143,1,1,1.0,1,3,4,6,0,2,0,0,4,1,14,35,33.8,0,0,29.0,1,1,1,1,21,16,18,15,15,7,17,16,17,1,8,7,7,5,21,2,6,1,16,16,18,1,14,1,1,17,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300174,2024-04-28T00:00:00,DAL vs. LAC,L,44.54333333333334,14,25,0.56,6,12,0.5,6,6,1.0,2,5,7,5,7,0,0,3,4,4,40,-5,48.9,0,0,58.0,1,14,14,14,2,1,3,4,1,1,6,2,3,1,2,1,1,10,1,15,6,20,16,4,1,18,3,1,1,1,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300173,2024-04-26T00:00:00,DAL vs. LAC,W,36.583333333333336,8,17,0.471,3,7,0.429,2,2,1.0,0,4,4,6,2,2,0,1,4,1,21,17,38.8,0,0,38.0,1,1,1,1,19,11,14,10,8,7,10,12,13,1,15,4,7,5,9,2,6,5,16,16,11,4,11,1,1,10,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300172,2024-04-23T00:00:00,DAL @ LAC,W,41.86833333333333,8,18,0.444,4,8,0.5,3,4,0.75,1,5,6,3,3,3,0,2,2,4,23,0,40.7,0,0,42.0,1,1,1,1,6,11,9,13,3,6,6,8,9,13,8,1,3,18,7,1,6,15,3,4,8,14,7,1,1,7,1,202681,Kyrie Irving
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300171,2024-04-21T00:00:00,DAL @ LAC,L,39.016666666666666,10,18,0.556,3,6,0.5,8,9,0.889,3,4,7,4,1,2,0,0,3,5,31,-9,50.4,0,0,49.0,1,14,14,14,17,7,9,5,8,10,6,1,1,11,1,4,1,12,15,2,6,1,11,3,5,19,2,1,1,3,1,202681,Kyrie Irving
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300137,2024-05-05T00:00:00,ORL @ CLE,L,18.233333333333334,1,2,0.5,0,1,0.0,0,0,0.0,2,0,2,1,1,0,0,0,1,0,2,-8,4.9,0,0,5.0,1,4,4,4,6,5,7,4,6,7,6,2,2,2,1,7,6,1,1,4,6,1,2,5,6,5,7,1,1,7,1,1628371,Jonathan Isaac
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300136,2024-05-03T00:00:00,ORL vs. CLE,W,23.18166666666667,0,5,0.0,0,2,0.0,0,0,0.0,2,7,9,0,1,0,1,1,1,0,0,-3,12.8,0,0,11.0,1,1,1,1,2,7,4,7,6,6,6,2,2,2,1,1,1,4,1,4,4,6,2,5,7,4,5,1,1,6,1,1628371,Jonathan Isaac
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300135,2024-04-30T00:00:00,ORL @ CLE,L,22.131666666666668,3,5,0.6,1,3,0.333,0,0,0.0,2,3,5,0,0,0,0,0,1,1,7,-2,13.0,0,0,13.0,1,4,4,4,3,2,4,2,4,5,4,2,2,2,1,3,3,4,5,4,6,1,2,2,4,3,4,1,1,4,1,1628371,Jonathan Isaac
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300134,2024-04-27T00:00:00,ORL vs. CLE,W,19.55,5,7,0.714,4,6,0.667,0,0,0.0,1,6,7,1,0,1,2,0,1,1,14,25,32.9,0,0,32.0,1,1,1,1,4,1,2,1,1,2,1,2,2,2,5,2,2,1,5,2,2,1,2,2,1,1,2,1,1,1,1,1628371,Jonathan Isaac
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300133,2024-04-25T00:00:00,ORL vs. CLE,W,16.003333333333334,3,5,0.6,2,4,0.5,0,0,0.0,0,2,2,0,1,1,1,0,1,1,8,17,15.4,0,0,16.0,1,1,1,1,7,2,4,2,2,3,2,2,2,2,7,6,6,4,1,2,4,1,2,2,3,2,3,1,1,3,1,1628371,Jonathan Isaac
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300132,2024-04-22T00:00:00,ORL @ CLE,L,19.516666666666666,1,7,0.143,1,7,0.143,0,0,0.0,1,3,4,0,1,0,2,0,0,0,3,-10,12.8,0,0,12.0,1,4,4,4,5,5,2,6,4,1,5,2,2,2,5,3,5,4,1,4,2,1,1,5,5,6,5,1,1,5,1,1628371,Jonathan Isaac
2023-24,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,0042300131,2024-04-20T00:00:00,ORL @ CLE,L,28.666666666666668,3,8,0.375,2,4,0.5,2,2,1.0,2,3,5,1,0,3,3,1,2,2,10,-13,35.5,0,0,30.0,1,4,4,4,1,2,1,5,2,3,2,1,1,1,1,3,3,1,5,1,1,6,7,1,2,7,1,1,1,2,1,1628371,Jonathan Isaac
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300304,2024-05-27T00:00:00,IND vs. BOS,L,11.79,2,4,0.5,0,0,0.0,0,0,0.0,4,1,5,0,1,0,2,0,3,1,4,5,15.0,0,0,13.0,1,7,7,7,7,4,3,6,1,1,1,7,8,7,1,9,2,6,1,3,3,1,10,8,5,2,4,1,1,4,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300303,2024-05-25T00:00:00,IND vs. BOS,L,9.333333333333334,1,4,0.25,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,1,0,1,2,-1,11.0,0,0,9.0,1,7,7,7,10,8,3,11,1,1,1,7,8,7,7,1,2,6,5,3,4,13,1,8,11,9,6,1,1,7,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300302,2024-05-23T00:00:00,IND @ BOS,L,16.783333333333335,1,3,0.333,0,0,0.0,1,2,0.5,3,2,5,0,0,0,0,0,0,2,3,-12,9.0,0,0,8.0,1,7,7,7,2,8,6,10,1,1,1,5,4,5,2,6,2,6,5,3,9,1,1,4,10,14,9,1,1,9,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300301,2024-05-21T00:00:00,IND @ BOS,L,3.993333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,0,0,2.0,1,7,7,7,13,12,13,12,1,1,1,7,8,7,11,13,14,6,5,3,4,1,1,12,12,8,14,1,1,14,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300217,2024-05-19T00:00:00,IND @ NYK,W,10.293333333333333,3,3,1.0,0,0,0.0,3,5,0.6,0,1,1,1,1,0,0,0,4,4,9,4,10.7,0,0,11.0,1,1,1,1,9,3,6,1,1,1,1,1,1,4,11,9,13,2,1,3,9,1,14,2,2,4,8,1,1,6,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300216,2024-05-17T00:00:00,IND vs. NYK,W,11.916666666666666,2,2,1.0,0,0,0.0,0,0,0.0,1,2,3,3,0,0,3,0,3,2,4,2,21.1,0,0,16.0,1,1,1,1,6,4,10,1,1,1,1,7,8,7,7,6,9,1,5,3,1,1,10,4,5,6,3,1,1,3,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300215,2024-05-14T00:00:00,IND @ NYK,L,5.983333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,0,1,0,0,-1,4.4,0,0,4.0,1,7,7,7,12,12,13,12,1,1,1,7,8,7,7,9,10,6,1,3,4,1,7,12,12,9,13,1,1,12,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300214,2024-05-12T00:00:00,IND vs. NYK,W,19.016666666666666,4,8,0.5,0,0,0.0,2,2,1.0,3,3,6,0,1,2,0,1,3,2,10,4,22.2,0,0,20.0,1,1,1,1,1,1,1,6,1,1,1,2,4,1,2,3,1,6,1,1,9,13,10,4,1,4,2,1,1,1,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300213,2024-05-10T00:00:00,IND vs. NYK,W,12.93,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,0,1,4,-19,10.9,0,0,9.0,1,1,1,1,5,4,6,4,1,1,1,7,8,7,11,6,10,2,5,3,4,1,1,8,5,15,7,1,1,7,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300212,2024-05-08T00:00:00,IND @ NYK,L,14.668333333333333,2,4,0.5,0,0,0.0,1,3,0.333,3,1,4,1,0,0,1,0,4,2,5,11,14.3,0,0,12.0,1,7,7,7,3,4,3,6,1,1,1,5,2,6,2,9,6,2,5,3,4,1,14,4,4,1,5,1,1,5,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300211,2024-05-06T00:00:00,IND @ NYK,L,13.3,4,6,0.667,0,0,0.0,0,1,0.0,2,3,5,1,0,0,3,0,0,6,8,5,24.5,0,0,20.0,1,7,7,7,4,1,2,4,1,1,1,7,7,7,5,3,2,2,5,3,1,1,1,1,3,2,1,1,1,1,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300126,2024-05-02T00:00:00,IND vs. MIL,W,10.421666666666667,1,1,1.0,0,0,0.0,2,3,0.667,0,4,4,0,0,0,0,0,3,3,4,2,8.8,0,0,8.0,1,1,1,1,8,8,12,1,1,1,1,2,2,3,11,1,6,6,5,3,9,1,10,3,5,6,10,1,1,9,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300125,2024-04-30T00:00:00,IND @ MIL,L,8.95,1,2,0.5,0,0,0.0,2,2,1.0,1,3,4,0,0,0,0,0,2,1,4,-4,8.8,0,0,8.0,1,7,7,7,11,8,10,6,1,1,1,2,4,1,7,3,6,6,5,3,9,1,9,8,5,11,10,1,1,9,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300124,2024-04-28T00:00:00,IND vs. MIL,W,2.1666666666666665,0,3,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,1,0,2,0,0,0,-4,5.4,0,0,4.0,1,1,1,1,14,12,6,12,1,1,1,7,8,7,5,13,10,6,5,2,9,15,1,12,12,11,12,1,1,12,1,1630543,Isaiah Jackson
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0042300121,2024-04-21T00:00:00,IND @ MIL,L,2.15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-4,0.0,0,0,0.0,1,7,7,7,15,12,13,12,1,1,1,7,8,7,11,13,14,6,5,3,9,1,7,12,12,11,15,1,1,15,1,1630543,Isaiah Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300237,2024-05-19T00:00:00,DEN vs. MIN,L,5.433333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,1,1,2,0,0,0,1.0,0,0,2.0,1,8,8,8,12,9,11,9,7,10,7,2,2,2,3,8,8,9,1,3,1,11,9,6,9,7,10,1,1,10,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300236,2024-05-16T00:00:00,DEN @ MIN,L,12.183333333333334,0,6,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-20,0.0,0,0,0.0,1,8,8,8,3,9,2,9,7,8,7,2,2,2,3,8,8,9,8,3,2,1,1,6,9,12,12,1,1,12,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300235,2024-05-14T00:00:00,DEN vs. MIN,W,6.633333333333334,3,3,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,6,4,5.0,0,0,6.0,1,1,1,1,11,1,8,1,7,10,7,2,2,2,3,8,8,9,2,3,2,1,1,3,2,4,9,1,1,8,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300234,2024-05-12T00:00:00,DEN @ MIN,W,9.366666666666667,2,4,0.5,2,3,0.667,0,0,0.0,0,2,2,3,1,0,0,0,0,1,6,8,11.9,0,0,13.0,1,1,1,1,5,3,5,4,1,2,2,2,2,2,3,2,3,1,2,3,2,1,1,3,2,3,3,1,1,2,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300233,2024-05-10T00:00:00,DEN @ MIN,W,8.2,2,4,0.5,0,2,0.0,2,2,1.0,0,3,3,0,1,0,0,0,1,2,6,10,8.6,0,0,9.0,1,1,1,1,9,3,5,4,7,5,7,1,1,1,3,1,1,9,2,3,2,1,5,1,2,2,4,1,1,4,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300232,2024-05-06T00:00:00,DEN vs. MIN,L,10.175,1,6,0.167,1,3,0.333,0,0,0.0,1,1,2,1,1,0,0,1,1,0,3,-13,5.9,0,0,7.0,1,8,8,8,4,7,2,8,3,2,5,2,2,2,1,6,3,4,2,3,2,11,5,6,7,11,7,1,1,5,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300231,2024-05-04T00:00:00,DEN vs. MIN,L,13.716666666666667,2,3,0.667,1,1,1.0,0,0,0.0,1,2,3,1,0,1,0,0,1,0,5,15,13.1,0,0,12.0,1,8,8,8,2,3,8,2,3,8,1,2,2,2,1,2,1,4,8,1,2,1,5,6,5,1,2,1,1,3,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300155,2024-04-29T00:00:00,DEN vs. LAL,W,17.966666666666665,3,8,0.375,2,6,0.333,0,0,0.0,0,2,2,1,0,1,0,0,2,1,8,-2,14.9,0,0,15.0,1,1,1,1,1,1,1,6,1,1,5,2,2,2,3,2,3,4,8,1,2,1,9,3,1,9,1,1,1,1,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300154,2024-04-27T00:00:00,DEN @ LAL,L,8.79,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,0,2,0,0,-6,5.4,0,0,4.0,1,8,8,8,7,9,11,9,7,10,7,2,2,2,3,2,3,2,8,3,2,1,9,6,9,10,8,1,1,9,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300153,2024-04-25T00:00:00,DEN @ LAL,W,7.415,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,0,0,0,5,0,6.5,0,0,7.0,1,1,1,1,10,3,8,2,3,5,3,2,2,2,3,8,8,4,8,3,2,1,1,6,5,7,5,1,1,5,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300152,2024-04-22T00:00:00,DEN vs. LAL,W,8.496666666666666,0,5,0.0,0,3,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,2,0,4,0.5,0,0,1.0,1,1,1,1,8,9,4,9,7,2,7,2,2,2,3,8,8,4,2,3,2,1,5,1,9,4,11,1,1,11,1,202704,Reggie Jackson
2023-24,202704,Reggie Jackson,Reggie,1610612743,DEN,Denver Nuggets,0042300151,2024-04-20T00:00:00,DEN vs. LAL,W,9.016666666666667,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,2,1,0,0,0,2,0,3,2,6.2,0,0,7.0,1,1,1,1,6,7,5,7,3,5,3,2,2,2,3,6,7,2,2,3,2,1,9,6,7,6,6,1,1,5,1,202704,Reggie Jackson
2023-24,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02T00:00:00,MIL @ IND,L,5.216666666666667,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0,2,-3,3.2,0,0,3.0,1,2,2,2,4,2,5,1,2,3,2,1,1,1,4,3,3,4,3,4,2,1,3,1,2,4,4,1,1,4,1,1641748,Andre Jackson Jr.
2023-24,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,Milwaukee Bucks,0042300125,2024-04-30T00:00:00,MIL vs. IND,W,7.203333333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,-7,0.5,0,0,1.0,1,1,1,1,3,5,2,5,2,2,2,1,1,1,4,4,5,3,2,4,2,1,1,1,5,5,5,1,1,5,1,1641748,Andre Jackson Jr.
2023-24,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28T00:00:00,MIL @ IND,L,25.33,2,4,0.5,2,4,0.5,0,0,0.0,3,3,6,7,2,3,1,0,4,0,6,9,33.7,0,0,29.0,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1641748,Andre Jackson Jr.
2023-24,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,Milwaukee Bucks,0042300123,2024-04-26T00:00:00,MIL @ IND,L,17.276666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,0,0,1,0,1,4,0,2,7,8.6,0,0,7.0,1,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,4,3,2,2,5,4,1,2,2,3,1,1,2,1,1641748,Andre Jackson Jr.
2023-24,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,Milwaukee Bucks,0042300122,2024-04-23T00:00:00,MIL vs. IND,L,4.666666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,2,0,1,0,0,0,0,2,5,9.2,0,0,7.0,1,2,2,2,5,2,2,2,2,3,2,1,1,1,2,4,3,2,3,2,2,1,1,1,2,3,2,1,1,2,1,1641748,Andre Jackson Jr.
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,0042300155,2024-04-29T00:00:00,LAL @ DEN,L,44.083333333333336,11,21,0.524,3,7,0.429,5,7,0.714,1,8,9,11,1,4,0,1,4,5,30,3,68.3,1,0,61.0,1,2,2,2,1,3,2,4,1,1,3,1,1,3,2,1,1,2,5,1,5,1,5,2,1,1,1,1,1,1,1,2544,LeBron James
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,0042300154,2024-04-27T00:00:00,LAL vs. DEN,W,38.833333333333336,14,23,0.609,0,2,0.0,2,2,1.0,1,4,5,4,6,3,1,1,0,4,30,1,48.0,0,0,47.0,1,1,1,1,4,1,1,2,5,5,5,4,4,1,2,4,5,5,2,2,2,1,1,3,1,3,4,3,1,5,1,2544,LeBron James
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,0042300153,2024-04-25T00:00:00,LAL vs. DEN,L,42.14833333333333,12,20,0.6,1,6,0.167,1,2,0.5,0,6,6,9,3,2,1,1,3,3,26,-8,52.7,0,0,48.0,1,2,2,2,2,2,3,3,4,2,4,5,4,5,4,3,3,3,3,3,2,1,3,5,4,4,3,3,1,3,1,2544,LeBron James
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,0042300152,2024-04-22T00:00:00,LAL @ DEN,L,38.055,9,19,0.474,3,6,0.5,5,7,0.714,0,8,8,12,2,2,2,3,3,7,26,2,63.6,1,0,57.0,1,2,2,2,5,5,4,5,1,2,2,1,1,3,4,1,2,1,4,3,1,5,3,1,4,2,2,1,1,2,1,2544,LeBron James
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,0042300151,2024-04-20T00:00:00,LAL @ DEN,L,40.75,10,16,0.625,3,5,0.6,4,5,0.8,2,4,6,8,7,1,1,1,1,4,27,-9,45.2,0,0,48.0,1,2,2,2,3,4,5,1,1,4,1,3,3,2,1,4,3,4,1,5,2,1,2,3,3,5,5,3,1,3,1,2544,LeBron James
2023-24,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,Miami Heat,0042300104,2024-04-29T00:00:00,MIA vs. BOS,L,22.166666666666668,4,10,0.4,0,2,0.0,1,1,1.0,0,2,2,2,1,1,1,0,1,1,9,-3,19.4,0,0,17.0,1,2,2,2,4,3,4,2,2,3,2,3,3,1,3,3,3,3,3,1,1,1,1,3,4,2,4,1,1,4,1,1631170,Jaime Jaquez Jr.
2023-24,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,Miami Heat,0042300103,2024-04-27T00:00:00,MIA vs. BOS,L,33.79666666666667,5,13,0.385,0,3,0.0,2,2,1.0,1,4,5,5,3,0,1,2,2,2,12,-12,25.5,0,0,24.0,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,4,1,3,3,2,3,4,2,1,1,2,1,1631170,Jaime Jaquez Jr.
2023-24,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,Miami Heat,0042300102,2024-04-24T00:00:00,MIA @ BOS,W,30.933333333333334,4,13,0.308,3,6,0.5,3,4,0.75,0,2,2,1,1,1,0,4,2,3,14,-1,19.9,0,0,22.0,1,1,1,1,3,3,2,4,1,1,1,1,1,3,3,3,3,4,3,1,3,4,3,1,2,1,3,1,1,3,1,1631170,Jaime Jaquez Jr.
2023-24,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,Miami Heat,0042300101,2024-04-21T00:00:00,MIA @ BOS,L,35.6,8,16,0.5,0,2,0.0,0,0,0.0,1,3,4,4,2,1,0,1,1,1,16,-7,27.8,0,0,26.0,1,2,2,2,1,1,1,1,2,3,2,4,4,4,1,2,2,2,2,1,3,2,1,3,1,3,1,1,1,1,1,1631170,Jaime Jaquez Jr.
